Poison,	Null,	80,	80,	50,	40,	50,	25,	1,	0,	325
Poison,	Null,	105,	105,	75,	65,	100,	50,	1,	0,	500
Water,	Null,	30,	65,	100,	45,	25,	40,	1,	0,	305
Water,	Ice,	50,	95,	180,	85,	45,	70,	1,	0,	525
Ghost,	Poison,	30,	35,	30,	100,	35,	80,	1,	0,	310
Ghost,	Poison,	45,	50,	45,	115,	55,	95,	1,	0,	405
Ghost,	Poison,	60,	65,	60,	130,	75,	110,	1,	0,	500
Ghost,	Poison,	60,	65,	80,	170,	95,	130,	1,	0,	600
Rock,	Ground,	35,	45,	160,	30,	45,	70,	1,	0,	385
Psychic,	Null,	60,	48,	45,	43,	90,	42,	1,	0,	328
Psychic,	Null,	85,	73,	70,	73,	115,	67,	1,	0,	483
Water,	Null,	30,	105,	90,	25,	25,	50,	1,	0,	325
Water,	Null,	55,	130,	115,	50,	50,	75,	1,	0,	475
Electric,	Null,	40,	30,	50,	55,	55,	100,	1,	0,	330
Electric,	Null,	60,	50,	70,	80,	80,	140,	1,	0,	480
Grass,	Psychic,	60,	40,	80,	60,	45,	40,	1,	0,	325
Grass,	Psychic,	95,	95,	85,	125,	65,	55,	1,	0,	520
Ground,	Null,	50,	50,	95,	40,	50,	35,	1,	0,	320
Ground,	Null,	60,	80,	110,	50,	80,	45,	1,	0,	425
Fighting,	Null,	50,	120,	53,	35,	110,	87,	1,	0,	455
Fighting,	Null,	50,	105,	79,	35,	110,	76,	1,	0,	455
Normal,	Null,	90,	55,	75,	60,	75,	30,	1,	0,	385
Poison,	Null,	40,	65,	95,	60,	45,	35,	1,	0,	340
Poison,	Null,	65,	90,	120,	85,	70,	60,	1,	0,	490
Ground,	Rock,	80,	85,	95,	30,	30,	25,	1,	0,	345
Ground,	Rock,	105,	130,	120,	45,	45,	40,	1,	0,	485
Normal,	Null,	250,	5,	5,	35,	105,	50,	1,	0,	450
Grass,	Null,	65,	55,	115,	100,	40,	60,	1,	0,	435
Normal,	Null,	105,	95,	80,	40,	80,	90,	1,	0,	490
Normal,	Null,	105,	125,	100,	60,	100,	100,	1,	0,	590
Water,	Null,	30,	40,	70,	70,	25,	60,	1,	0,	295
Water,	Null,	55,	65,	95,	95,	45,	85,	1,	0,	440
Water,	Null,	45,	67,	60,	35,	50,	63,	1,	0,	320
Water,	Null,	80,	92,	65,	65,	80,	68,	1,	0,	450
Water,	Null,	30,	45,	55,	70,	55,	85,	1,	0,	340
Water,	Psychic,	60,	75,	85,	100,	85,	115,	1,	0,	520
Psychic,	Fairy,	40,	45,	65,	100,	120,	90,	1,	0,	460
Bug,	Flying,	70,	110,	80,	55,	80,	105,	1,	0,	500
Ice,	Psychic,	65,	50,	35,	115,	95,	95,	1,	0,	455
Electric,	Null,	65,	83,	57,	95,	85,	105,	1,	0,	490
Fire,	Null,	65,	95,	57,	100,	85,	93,	1,	0,	495
Bug,	Null,	65,	125,	100,	55,	70,	85,	1,	0,	500
Bug,	Flying,	65,	155,	120,	65,	90,	105,	1,	0,	600
Normal,	Null,	75,	100,	95,	40,	70,	110,	1,	0,	490
Water,	Null,	20,	10,	55,	15,	20,	80,	1,	0,	200
Water,	Flying,	95,	125,	79,	60,	100,	81,	1,	0,	540
Water,	Dark,	95,	155,	109,	70,	130,	81,	1,	0,	640
Water,	Ice,	130,	85,	80,	85,	95,	60,	1,	0,	535
Normal,	Null,	48,	48,	48,	48,	48,	48,	1,	0,	288
Normal,	Null,	55,	55,	50,	45,	65,	55,	1,	0,	325
Water,	Null,	130,	65,	60,	110,	95,	65,	1,	0,	525
Electric,	Null,	65,	65,	60,	110,	95,	130,	1,	0,	525
Fire,	Null,	65,	130,	60,	95,	110,	65,	1,	0,	525
Normal,	Null,	65,	60,	70,	85,	75,	40,	1,	0,	395
Rock,	Water,	35,	40,	100,	90,	55,	35,	1,	0,	355
Rock,	Water,	70,	60,	125,	115,	70,	55,	1,	0,	495
Rock,	Water,	30,	80,	90,	55,	45,	55,	1,	0,	355
Rock,	Water,	60,	115,	105,	65,	70,	80,	1,	0,	495
Rock,	Flying,	80,	105,	65,	60,	75,	130,	1,	0,	515
Rock,	Flying,	80,	135,	85,	70,	95,	150,	1,	0,	615
Normal,	Null,	160,	110,	65,	65,	110,	30,	1,	0,	540
Ice,	Flying,	90,	85,	100,	95,	125,	85,	1,	1,	580
Electric,	Flying,	90,	90,	85,	125,	90,	100,	1,	1,	580
Fire,	Flying,	90,	100,	90,	125,	85,	90,	1,	1,	580
Dragon,	Null,	41,	64,	45,	50,	50,	50,	1,	0,	300
Dragon,	Null,	61,	84,	65,	70,	70,	70,	1,	0,	420
Dragon,	Flying,	91,	134,	95,	100,	100,	80,	1,	0,	600
Psychic,	Null,	106,	110,	90,	154,	90,	130,	1,	1,	680
Psychic,	Fighting,	106,	190,	100,	154,	100,	130,	1,	1,	780
Psychic,	Null,	106,	150,	70,	194,	120,	140,	1,	1,	780
Psychic,	Null,	100,	100,	100,	100,	100,	100,	1,	0,	600
Grass,	Null,	45,	49,	65,	49,	65,	45,	2,	0,	318
Grass,	Null,	60,	62,	80,	63,	80,	60,	2,	0,	405
Grass,	Null,	80,	82,	100,	83,	100,	80,	2,	0,	525
Fire,	Null,	39,	52,	43,	60,	50,	65,	2,	0,	309
Fire,	Null,	58,	64,	58,	80,	65,	80,	2,	0,	405
Fire,	Null,	78,	84,	78,	109,	85,	100,	2,	0,	534
Water,	Null,	50,	65,	64,	44,	48,	43,	2,	0,	314
Water,	Null,	65,	80,	80,	59,	63,	58,	2,	0,	405
Water,	Null,	85,	105,	100,	79,	83,	78,	2,	0,	530
Normal,	Null,	35,	46,	34,	35,	45,	20,	2,	0,	215
Normal,	Null,	85,	76,	64,	45,	55,	90,	2,	0,	415
Normal,	Flying,	60,	30,	30,	36,	56,	50,	2,	0,	262
Normal,	Flying,	100,	50,	50,	76,	96,	70,	2,	0,	442
Bug,	Flying,	40,	20,	30,	40,	80,	55,	2,	0,	265
Bug,	Flying,	55,	35,	50,	55,	110,	85,	2,	0,	390
Bug,	Poison,	40,	60,	40,	40,	40,	30,	2,	0,	250
Bug,	Poison,	70,	90,	70,	60,	60,	40,	2,	0,	390
Poison,	Flying,	85,	90,	80,	70,	80,	130,	2,	0,	535
Water,	Electric,	75,	38,	38,	56,	56,	67,	2,	0,	330
Water,	Electric,	125,	58,	58,	76,	76,	67,	2,	0,	460
Electric,	Null,	20,	40,	15,	35,	35,	60,	2,	0,	205
Fairy,	Null,	50,	25,	28,	45,	55,	15,	2,	0,	218
Normal,	Fairy,	90,	30,	15,	40,	20,	15,	2,	0,	210
Fairy,	Null,	35,	20,	65,	40,	65,	20,	2,	0,	245
Fairy,	Flying,	55,	40,	85,	80,	105,	40,	2,	0,	405
Psychic,	Flying,	40,	50,	45,	70,	45,	70,	2,	0,	320
Psychic,	Flying,	65,	75,	70,	95,	70,	95,	2,	0,	470
Electric,	Null,	55,	40,	40,	65,	45,	35,	2,	0,	280
Electric,	Null,	70,	55,	55,	80,	60,	45,	2,	0,	365
Electric,	Null,	90,	75,	85,	115,	90,	55,	2,	0,	510
Electric,	Dragon,	90,	95,	105,	165,	110,	45,	2,	0,	610
Grass,	Null,	75,	80,	95,	90,	100,	50,	2,	0,	490
Water,	Fairy,	70,	20,	50,	20,	50,	40,	2,	0,	250
Water,	Fairy,	100,	50,	80,	60,	80,	50,	2,	0,	420
Rock,	Null,	70,	100,	115,	30,	65,	30,	2,	0,	410
Water,	Null,	90,	75,	75,	90,	100,	70,	2,	0,	500
Grass,	Flying,	35,	35,	40,	35,	55,	50,	2,	0,	250
Grass,	Flying,	55,	45,	50,	45,	65,	80,	2,	0,	340
Grass,	Flying,	75,	55,	70,	55,	95,	110,	2,	0,	460
Normal,	Null,	55,	70,	55,	40,	55,	85,	2,	0,	360
Grass,	Null,	30,	30,	30,	30,	30,	30,	2,	0,	180
Grass,	Null,	75,	75,	55,	105,	85,	30,	2,	0,	425
Bug,	Flying,	65,	65,	45,	75,	45,	95,	2,	0,	390
Water,	Ground,	55,	45,	45,	25,	25,	15,	2,	0,	210
Water,	Ground,	95,	85,	85,	65,	65,	35,	2,	0,	430
Psychic,	Null,	65,	65,	60,	130,	95,	110,	2,	0,	525
Dark,	Null,	95,	65,	110,	60,	130,	65,	2,	0,	525
Dark,	Flying,	60,	85,	42,	85,	42,	91,	2,	0,	405
Water,	Psychic,	95,	75,	80,	100,	110,	30,	2,	0,	490
Ghost,	Null,	60,	60,	60,	85,	85,	85,	2,	0,	435
Psychic,	Null,	48,	72,	48,	72,	48,	48,	2,	0,	336
Psychic,	Null,	190,	33,	58,	33,	58,	33,	2,	0,	405
Normal,	Psychic,	70,	80,	65,	90,	65,	85,	2,	0,	455
Bug,	Null,	50,	65,	90,	35,	35,	15,	2,	0,	290
Bug,	Steel,	75,	90,	140,	60,	60,	40,	2,	0,	465
Normal,	Null,	100,	70,	70,	65,	65,	45,	2,	0,	415
Ground,	Flying,	65,	75,	105,	35,	65,	85,	2,	0,	430
Steel,	Ground,	75,	85,	200,	55,	65,	30,	2,	0,	510
Steel,	Ground,	75,	125,	230,	55,	95,	30,	2,	0,	610
Fairy,	Null,	60,	80,	50,	40,	40,	30,	2,	0,	300
Fairy,	Null,	90,	120,	75,	60,	60,	45,	2,	0,	450
Water,	Poison,	65,	95,	75,	55,	55,	85,	2,	0,	430
Bug,	Steel,	70,	130,	100,	55,	80,	65,	2,	0,	500
Bug,	Steel,	70,	150,	140,	65,	100,	75,	2,	0,	600
Bug,	Rock,	20,	10,	230,	10,	230,	5,	2,	0,	505
Bug,	Fighting,	80,	125,	75,	40,	95,	85,	2,	0,	500
Bug,	Fighting,	80,	185,	115,	40,	105,	75,	2,	0,	600
Dark,	Ice,	55,	95,	55,	35,	75,	115,	2,	0,	430
Normal,	Null,	60,	80,	50,	50,	50,	40,	2,	0,	330
Normal,	Null,	90,	130,	75,	75,	75,	55,	2,	0,	500
Fire,	Null,	40,	40,	40,	70,	40,	20,	2,	0,	250
Fire,	Rock,	50,	50,	120,	80,	80,	30,	2,	0,	410
Ice,	Ground,	50,	50,	40,	30,	30,	50,	2,	0,	250
Ice,	Ground,	100,	100,	80,	60,	60,	50,	2,	0,	450
Water,	Rock,	55,	55,	85,	65,	85,	35,	2,	0,	380
Water,	Null,	35,	65,	35,	65,	35,	65,	2,	0,	300
Water,	Null,	75,	105,	75,	105,	75,	45,	2,	0,	480
Ice,	Flying,	45,	55,	45,	65,	45,	75,	2,	0,	330
Water,	Flying,	65,	40,	70,	80,	140,	70,	2,	0,	465
Steel,	Flying,	65,	80,	140,	40,	70,	70,	2,	0,	465
Dark,	Fire,	45,	60,	30,	80,	50,	65,	2,	0,	330
Dark,	Fire,	75,	90,	50,	110,	80,	95,	2,	0,	500
Dark,	Fire,	75,	90,	90,	140,	90,	115,	2,	0,	600
Water,	Dragon,	75,	95,	95,	95,	95,	85,	2,	0,	540
Ground,	Null,	90,	60,	60,	40,	40,	40,	2,	0,	330
Ground,	Null,	90,	120,	120,	60,	60,	50,	2,	0,	500
Normal,	Null,	85,	80,	90,	105,	95,	60,	2,	0,	515
Normal,	Null,	73,	95,	62,	85,	65,	85,	2,	0,	465
Normal,	Null,	55,	20,	35,	20,	45,	75,	2,	0,	250
Fighting,	Null,	35,	35,	35,	35,	35,	35,	2,	0,	210
Fighting,	Null,	50,	95,	95,	35,	110,	70,	2,	0,	455
Ice,	Psychic,	45,	30,	15,	85,	65,	65,	2,	0,	305
Electric,	Null,	45,	63,	37,	65,	55,	95,	2,	0,	360
Fire,	Null,	45,	75,	37,	70,	55,	83,	2,	0,	365
Normal,	Null,	95,	80,	105,	40,	70,	100,	2,	0,	490
Normal,	Null,	255,	10,	10,	75,	135,	55,	2,	0,	540
Electric,	Null,	90,	85,	75,	115,	100,	115,	2,	1,	580
Fire,	Null,	115,	115,	85,	90,	75,	100,	2,	1,	580
Water,	Null,	100,	75,	115,	90,	115,	85,	2,	1,	580
Rock,	Ground,	50,	64,	50,	45,	50,	41,	2,	0,	300
Rock,	Ground,	70,	84,	70,	65,	70,	51,	2,	0,	410
Rock,	Dark,	100,	134,	110,	95,	100,	61,	2,	0,	600
Rock,	Dark,	100,	164,	150,	95,	120,	71,	2,	0,	700
Psychic,	Flying,	106,	90,	130,	90,	154,	110,	2,	1,	680
Fire,	Flying,	106,	130,	90,	110,	154,	90,	2,	1,	680
Psychic,	Grass,	100,	100,	100,	100,	100,	100,	2,	0,	600
Grass,	Null,	40,	45,	35,	65,	55,	70,	3,	0,	310
Grass,	Null,	50,	65,	45,	85,	65,	95,	3,	0,	405
Grass,	Null,	70,	85,	65,	105,	85,	120,	3,	0,	530
Grass,	Dragon,	70,	110,	75,	145,	85,	145,	3,	0,	630
Fire,	Null,	45,	60,	40,	70,	50,	45,	3,	0,	310
Fire,	Fighting,	60,	85,	60,	85,	60,	55,	3,	0,	405
Fire,	Fighting,	80,	120,	70,	110,	70,	80,	3,	0,	530
Fire,	Fighting,	80,	160,	80,	130,	80,	100,	3,	0,	630
Water,	Null,	50,	70,	50,	50,	50,	40,	3,	0,	310
Water,	Ground,	70,	85,	70,	60,	70,	50,	3,	0,	405
Water,	Ground,	100,	110,	90,	85,	90,	60,	3,	0,	535
Water,	Ground,	100,	150,	110,	95,	110,	70,	3,	0,	635
Dark,	Null,	35,	55,	35,	30,	30,	35,	3,	0,	220
Dark,	Null,	70,	90,	70,	60,	60,	70,	3,	0,	420
Normal,	Null,	38,	30,	41,	30,	41,	60,	3,	0,	240
Normal,	Null,	78,	70,	61,	50,	61,	100,	3,	0,	420
Bug,	Null,	45,	45,	35,	20,	30,	20,	3,	0,	195
Bug,	Null,	50,	35,	55,	25,	25,	15,	3,	0,	205
Bug,	Flying,	60,	70,	50,	100,	50,	65,	3,	0,	395
Bug,	Null,	50,	35,	55,	25,	25,	15,	3,	0,	205
Bug,	Poison,	60,	50,	70,	50,	90,	65,	3,	0,	385
Water,	Grass,	40,	30,	30,	40,	50,	30,	3,	0,	220
Water,	Grass,	60,	50,	50,	60,	70,	50,	3,	0,	340
Water,	Grass,	80,	70,	70,	90,	100,	70,	3,	0,	480
Grass,	Null,	40,	40,	50,	30,	30,	30,	3,	0,	220
Grass,	Dark,	70,	70,	40,	60,	40,	60,	3,	0,	340
Grass,	Dark,	90,	100,	60,	90,	60,	80,	3,	0,	480
Normal,	Flying,	40,	55,	30,	30,	30,	85,	3,	0,	270
Normal,	Flying,	60,	85,	60,	50,	50,	125,	3,	0,	430
Water,	Flying,	40,	30,	30,	55,	30,	85,	3,	0,	270
Water,	Flying,	60,	50,	100,	85,	70,	65,	3,	0,	430
Psychic,	Fairy,	28,	25,	25,	45,	35,	40,	3,	0,	198
Psychic,	Fairy,	38,	35,	35,	65,	55,	50,	3,	0,	278
Psychic,	Fairy,	68,	65,	65,	125,	115,	80,	3,	0,	518
Psychic,	Fairy,	68,	85,	65,	165,	135,	100,	3,	0,	618
Bug,	Water,	40,	30,	32,	50,	52,	65,	3,	0,	269
Bug,	Flying,	70,	60,	62,	80,	82,	60,	3,	0,	414
Grass,	Null,	60,	40,	60,	40,	60,	35,	3,	0,	295
Grass,	Fighting,	60,	130,	80,	60,	60,	70,	3,	0,	460
Normal,	Null,	60,	60,	60,	35,	35,	30,	3,	0,	280
Normal,	Null,	80,	80,	80,	55,	55,	90,	3,	0,	440
Normal,	Null,	150,	160,	100,	95,	65,	100,	3,	0,	670
Bug,	Ground,	31,	45,	90,	30,	30,	40,	3,	0,	266
Bug,	Flying,	61,	90,	45,	50,	50,	160,	3,	0,	456
Bug,	Ghost,	1,	90,	45,	30,	30,	40,	3,	0,	236
Normal,	Null,	64,	51,	23,	51,	23,	28,	3,	0,	240
Normal,	Null,	84,	71,	43,	71,	43,	48,	3,	0,	360
Normal,	Null,	104,	91,	63,	91,	73,	68,	3,	0,	490
Fighting,	Null,	72,	60,	30,	20,	30,	25,	3,	0,	237
Fighting,	Null,	144,	120,	60,	40,	60,	50,	3,	0,	474
Normal,	Fairy,	50,	20,	40,	20,	40,	20,	3,	0,	190
Rock,	Null,	30,	45,	135,	45,	90,	30,	3,	0,	375
Normal,	Null,	50,	45,	45,	35,	35,	50,	3,	0,	260
Normal,	Null,	70,	65,	65,	55,	55,	70,	3,	0,	380
Dark,	Ghost,	50,	75,	75,	65,	65,	50,	3,	0,	380
Dark,	Ghost,	50,	85,	125,	85,	115,	20,	3,	0,	480
Steel,	Fairy,	50,	85,	85,	55,	55,	50,	3,	0,	380
Steel,	Fairy,	50,	105,	125,	55,	95,	50,	3,	0,	480
Steel,	Rock,	50,	70,	100,	40,	40,	30,	3,	0,	330
Steel,	Rock,	60,	90,	140,	50,	50,	40,	3,	0,	430
Steel,	Rock,	70,	110,	180,	60,	60,	50,	3,	0,	530
Steel,	Null,	70,	140,	230,	60,	80,	50,	3,	0,	630
Fighting,	Psychic,	30,	40,	55,	40,	55,	60,	3,	0,	280
Fighting,	Psychic,	60,	60,	75,	60,	75,	80,	3,	0,	410
Fighting,	Psychic,	60,	100,	85,	80,	85,	100,	3,	0,	510
Electric,	Null,	40,	45,	40,	65,	40,	65,	3,	0,	295
Electric,	Null,	70,	75,	60,	105,	60,	105,	3,	0,	475
Electric,	Null,	70,	75,	80,	135,	80,	135,	3,	0,	575
Electric,	Null,	60,	50,	40,	85,	75,	95,	3,	0,	405
Electric,	Null,	60,	40,	50,	75,	85,	95,	3,	0,	405
Bug,	Null,	65,	73,	55,	47,	75,	85,	3,	0,	400
Bug,	Null,	65,	47,	55,	73,	75,	85,	3,	0,	400
Grass,	Poison,	50,	60,	45,	100,	80,	65,	3,	0,	400
Poison,	Null,	70,	43,	53,	43,	53,	40,	3,	0,	302
Poison,	Null,	100,	73,	83,	73,	83,	55,	3,	0,	467
Water,	Dark,	45,	90,	20,	65,	20,	65,	3,	0,	305
Water,	Dark,	70,	120,	40,	95,	40,	95,	3,	0,	460
Water,	Dark,	70,	140,	70,	110,	65,	105,	3,	0,	560
Water,	Null,	130,	70,	35,	70,	35,	60,	3,	0,	400
Water,	Null,	170,	90,	45,	90,	45,	60,	3,	0,	500
Fire,	Ground,	60,	60,	40,	65,	45,	35,	3,	0,	305
Fire,	Ground,	70,	100,	70,	105,	75,	40,	3,	0,	460
Fire,	Ground,	70,	120,	100,	145,	105,	20,	3,	0,	560
Fire,	Null,	70,	85,	140,	85,	70,	20,	3,	0,	470
Psychic,	Null,	60,	25,	35,	70,	80,	60,	3,	0,	330
Psychic,	Null,	80,	45,	65,	90,	110,	80,	3,	0,	470
Normal,	Null,	60,	60,	60,	60,	60,	60,	3,	0,	360
Ground,	Null,	45,	100,	45,	45,	45,	10,	3,	0,	290
Ground,	Dragon,	50,	70,	50,	50,	50,	70,	3,	0,	340
Ground,	Dragon,	80,	100,	80,	80,	80,	100,	3,	0,	520
Grass,	Null,	50,	85,	40,	85,	40,	35,	3,	0,	335
Grass,	Dark,	70,	115,	60,	115,	60,	55,	3,	0,	475
Normal,	Flying,	45,	40,	60,	40,	75,	50,	3,	0,	310
Dragon,	Flying,	75,	70,	90,	70,	105,	80,	3,	0,	490
Dragon,	Fairy,	75,	110,	110,	110,	105,	80,	3,	0,	590
Normal,	Null,	73,	115,	60,	60,	60,	90,	3,	0,	458
Poison,	Null,	73,	100,	60,	100,	60,	65,	3,	0,	458
Rock,	Psychic,	70,	55,	65,	95,	85,	70,	3,	0,	440
Rock,	Psychic,	70,	95,	85,	55,	65,	70,	3,	0,	440
Water,	Ground,	50,	48,	43,	46,	41,	60,	3,	0,	288
Water,	Ground,	110,	78,	73,	76,	71,	60,	3,	0,	468
Water,	Null,	43,	80,	65,	50,	35,	35,	3,	0,	308
Water,	Dark,	63,	120,	85,	90,	55,	55,	3,	0,	468
Ground,	Psychic,	40,	40,	55,	40,	70,	55,	3,	0,	300
Ground,	Psychic,	60,	70,	105,	70,	120,	75,	3,	0,	500
Rock,	Grass,	66,	41,	77,	61,	87,	23,	3,	0,	355
Rock,	Grass,	86,	81,	97,	81,	107,	43,	3,	0,	495
Rock,	Bug,	45,	95,	50,	40,	50,	75,	3,	0,	355
Rock,	Bug,	75,	125,	100,	70,	80,	45,	3,	0,	495
Water,	Null,	20,	15,	20,	10,	55,	80,	3,	0,	200
Water,	Null,	95,	60,	79,	100,	125,	81,	3,	0,	540
Normal,	Null,	70,	70,	70,	70,	70,	70,	3,	0,	420
Normal,	Null,	60,	90,	70,	60,	120,	40,	3,	0,	440
Ghost,	Null,	44,	75,	35,	63,	33,	45,	3,	0,	295
Ghost,	Null,	64,	115,	65,	83,	63,	65,	3,	0,	455
Ghost,	Null,	64,	165,	75,	93,	83,	75,	3,	0,	555
Ghost,	Null,	20,	40,	90,	30,	90,	25,	3,	0,	295
Ghost,	Null,	40,	70,	130,	60,	130,	25,	3,	0,	455
Grass,	Flying,	99,	68,	83,	72,	87,	51,	3,	0,	460
Psychic,	Null,	65,	50,	70,	95,	80,	65,	3,	0,	425
Dark,	Null,	65,	130,	60,	75,	60,	75,	3,	0,	465
